"name","rank","change_in_rank","companyRevenue","companyProfit","companySize"
"Securian Financial Group","464","-43","[{""revenues"":""7317.4"",""revenuePercentChange"":""6.5""}]","[{""profits"":""311.5"",""profitPercentChange"":""28.1""}]","[{""assets"":""75169.4"",""marketValue"":""0.0"",""employeeCount"":""6941""}]"
"Darden Restaurants","465","-88","[{""revenues"":""7196.1"",""revenuePercentChange"":""-7.8""}]","[{""profits"":""629.3"",""profitPercentChange"":""0.0""}]","[{""assets"":""10656.1"",""marketValue"":""16980.9"",""employeeCount"":""156883""}]"
"Graphic Packaging Holding","466","-31","[{""revenues"":""7156.0"",""revenuePercentChange"":""9.1""}]","[{""profits"":""204.0"",""profitPercentChange"":""21.9""}]","[{""assets"":""10457.0"",""marketValue"":""6154.4"",""employeeCount"":""25000""}]"
"NCR","466","-20","[{""revenues"":""7156.0"",""revenuePercentChange"":""15.3""}]","[{""profits"":""97.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""11641.0"",""marketValue"":""5474.7"",""employeeCount"":""38000""}]"
"Brighthouse Financial","468","-115","[{""revenues"":""7142.0"",""revenuePercentChange"":""-16.0""}]","[{""profits"":""-108.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""259840.0"",""marketValue"":""3958.7"",""employeeCount"":""1500""}]"
"PPL","469","-87","[{""revenues"":""7127.0"",""revenuePercentChange"":""-6.3""}]","[{""profits"":""-1480.0"",""profitPercentChange"":""-200.7""}]","[{""assets"":""33223.0"",""marketValue"":""21001.9"",""employeeCount"":""5607""}]"
"Cintas","470","-60","[{""revenues"":""7116.3"",""revenuePercentChange"":""0.4""}]","[{""profits"":""1111.0"",""profitPercentChange"":""26.8""}]","[{""assets"":""8236.8"",""marketValue"":""43566.7"",""employeeCount"":""40000""}]"
"Xerox Holdings","471","-56","[{""revenues"":""7038.0"",""revenuePercentChange"":""0.2""}]","[{""profits"":""-455.0"",""profitPercentChange"":""-337.0""}]","[{""assets"":""13223.0"",""marketValue"":""3123.3"",""employeeCount"":""23300""}]"
"Rockwell Automation","472","-32","[{""revenues"":""6997.4"",""revenuePercentChange"":""10.5""}]","[{""profits"":""1358.1"",""profitPercentChange"":""32.7""}]","[{""assets"":""10701.6"",""marketValue"":""32538.4"",""employeeCount"":""24500""}]"
"Citizens Financial Group","473","-92","[{""revenues"":""6986.0"",""revenuePercentChange"":""-9.0""}]","[{""profits"":""2319.0"",""profitPercentChange"":""119.4""}]","[{""assets"":""188409.0"",""marketValue"":""19135.7"",""employeeCount"":""17463""}]"
"KLA","474","-6","[{""revenues"":""6918.7"",""revenuePercentChange"":""19.2""}]","[{""profits"":""2078.3"",""profitPercentChange"":""70.8""}]","[{""assets"":""10271.1"",""marketValue"":""55170.9"",""employeeCount"":""11425""}]"
"Camping World Holdings","475","21","[{""revenues"":""6913.8"",""revenuePercentChange"":""26.9""}]","[{""profits"":""278.5"",""profitPercentChange"":""127.6""}]","[{""assets"":""4372.9"",""marketValue"":""2664.6"",""employeeCount"":""12834""}]"
"Ingredion","476","-13","[{""revenues"":""6894.0"",""revenuePercentChange"":""15.1""}]","[{""profits"":""117.0"",""profitPercentChange"":""-66.4""}]","[{""assets"":""6999.0"",""marketValue"":""5814.2"",""employeeCount"":""12000""}]"
"Veritiv","477","-38","[{""revenues"":""6850.5"",""revenuePercentChange"":""8.0""}]","[{""profits"":""144.6"",""profitPercentChange"":""322.8""}]","[{""assets"":""2438.4"",""marketValue"":""2008.0"",""employeeCount"":""6100""}]"
"Beacon Roofing Supply","478","-58","[{""revenues"":""6820.4"",""revenuePercentChange"":""-1.8""}]","[{""profits"":""243.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""5549.3"",""marketValue"":""4175.9"",""employeeCount"":""6676""}]"
"Diamondback Energy","479","302","[{""revenues"":""6797.0"",""revenuePercentChange"":""141.6""}]","[{""profits"":""2182.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""22898.0"",""marketValue"":""24320.0"",""employeeCount"":""870""}]"
"Victoria's Secret","480","0","[{""revenues"":""6784.6"",""revenuePercentChange"":""0.0""}]","[{""profits"":""646.4"",""profitPercentChange"":""0.0""}]","[{""assets"":""4344.0"",""marketValue"":""4330.4"",""employeeCount"":""24000""}]"
"Academy Sports and Outdoors","481","-6","[{""revenues"":""6773.1"",""revenuePercentChange"":""19.1""}]","[{""profits"":""671.4"",""profitPercentChange"":""117.4""}]","[{""assets"":""4584.9"",""marketValue"":""3433.5"",""employeeCount"":""16508""}]"
"Sanmina","482","-64","[{""revenues"":""6756.6"",""revenuePercentChange"":""-2.9""}]","[{""profits"":""269.0"",""profitPercentChange"":""92.5""}]","[{""assets"":""4206.7"",""marketValue"":""2569.0"",""employeeCount"":""33500""}]"
"ON Semiconductor","483","26","[{""revenues"":""6739.8"",""revenuePercentChange"":""28.3""}]","[{""profits"":""1009.6"",""profitPercentChange"":""331.1""}]","[{""assets"":""9626.0"",""marketValue"":""27078.7"",""employeeCount"":""31650""}]"
"Commercial Metals","484","8","[{""revenues"":""6729.8"",""revenuePercentChange"":""22.9""}]","[{""profits"":""412.9"",""profitPercentChange"":""47.7""}]","[{""assets"":""4638.7"",""marketValue"":""5056.7"",""employeeCount"":""11089""}]"
"EnLink Midstream","485","145","[{""revenues"":""6685.9"",""revenuePercentChange"":""71.7""}]","[{""profits"":""22.4"",""profitPercentChange"":""0.0""}]","[{""assets"":""8483.2"",""marketValue"":""4670.6"",""employeeCount"":""1073""}]"
"Southwestern Energy","486","407","[{""revenues"":""6667.0"",""revenuePercentChange"":""188.9""}]","[{""profits"":""-25.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""11848.0"",""marketValue"":""7989.7"",""employeeCount"":""938""}]"
"Equinix","487","-26","[{""revenues"":""6635.5"",""revenuePercentChange"":""10.6""}]","[{""profits"":""500.2"",""profitPercentChange"":""35.3""}]","[{""assets"":""27918.7"",""marketValue"":""67280.5"",""employeeCount"":""10944""}]"
"Dillard's","488","97","[{""revenues"":""6624.3"",""revenuePercentChange"":""49.4""}]","[{""profits"":""862.5"",""profitPercentChange"":""0.0""}]","[{""assets"":""3245.6"",""marketValue"":""4928.2"",""employeeCount"":""25350""}]"
"Regions Financial","489","-55","[{""revenues"":""6605.0"",""revenuePercentChange"":""-0.8""}]","[{""profits"":""2521.0"",""profitPercentChange"":""130.4""}]","[{""assets"":""162938.0"",""marketValue"":""20860.9"",""employeeCount"":""19626""}]"
"Yum Brands","490","-12","[{""revenues"":""6584.0"",""revenuePercentChange"":""16.5""}]","[{""profits"":""1575.0"",""profitPercentChange"":""74.2""}]","[{""assets"":""5966.0"",""marketValue"":""34252.9"",""employeeCount"":""25650""}]"
"Landstar System","491","115","[{""revenues"":""6540.4"",""revenuePercentChange"":""58.1""}]","[{""profits"":""381.5"",""profitPercentChange"":""98.6""}]","[{""assets"":""2045.5"",""marketValue"":""5600.0"",""employeeCount"":""1399""}]"
"CF Industries Holdings","492","117","[{""revenues"":""6538.3"",""revenuePercentChange"":""58.5""}]","[{""profits"":""917.1"",""profitPercentChange"":""189.3""}]","[{""assets"":""12375.2"",""marketValue"":""21551.3"",""employeeCount"":""3003""}]"
"Northern Trust","493","-50","[{""revenues"":""6488.3"",""revenuePercentChange"":""3.0""}]","[{""profits"":""1545.3"",""profitPercentChange"":""27.8""}]","[{""assets"":""183889.8"",""marketValue"":""24215.1"",""employeeCount"":""21100""}]"
"Robert Half International","494","25","[{""revenues"":""6461.4"",""revenuePercentChange"":""26.5""}]","[{""profits"":""598.6"",""profitPercentChange"":""95.5""}]","[{""assets"":""2952.4"",""marketValue"":""12638.1"",""employeeCount"":""14600""}]"
"Compass","495","151","[{""revenues"":""6421.0"",""revenuePercentChange"":""72.6""}]","[{""profits"":""-494.1"",""profitPercentChange"":""0.0""}]","[{""assets"":""1800.6"",""marketValue"":""3358.8"",""employeeCount"":""4775""}]"
"Hasbro","496","-2","[{""revenues"":""6420.4"",""revenuePercentChange"":""17.5""}]","[{""profits"":""428.7"",""profitPercentChange"":""92.7""}]","[{""assets"":""10037.8"",""marketValue"":""11383.6"",""employeeCount"":""6640""}]"
"Roper Technologies","497","-9","[{""revenues"":""6415.8"",""revenuePercentChange"":""16.1""}]","[{""profits"":""1152.6"",""profitPercentChange"":""21.4""}]","[{""assets"":""23713.9"",""marketValue"":""49868.8"",""employeeCount"":""19300""}]"
"ARKO","498","183","[{""revenues"":""6412.6"",""revenuePercentChange"":""88.1""}]","[{""profits"":""59.2"",""profitPercentChange"":""348.9""}]","[{""assets"":""2942.3"",""marketValue"":""1133.9"",""employeeCount"":""11236""}]"
"Frontier Communications","499","-97","[{""revenues"":""6411.0"",""revenuePercentChange"":""-10.4""}]","[{""profits"":""0.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""16481.0"",""marketValue"":""6763.1"",""employeeCount"":""15640""}]"
"Ameren","500","-31","[{""revenues"":""6394.0"",""revenuePercentChange"":""10.4""}]","[{""profits"":""990.0"",""profitPercentChange"":""13.7""}]","[{""assets"":""35735.0"",""marketValue"":""24198.7"",""employeeCount"":""9116""}]"
"O-I Glass","501","-46","[{""revenues"":""6357.0"",""revenuePercentChange"":""4.4""}]","[{""profits"":""149.0"",""profitPercentChange"":""-40.2""}]","[{""assets"":""8832.0"",""marketValue"":""2058.0"",""employeeCount"":""24000""}]"
"Chemours","502","25","[{""revenues"":""6345.0"",""revenuePercentChange"":""27.7""}]","[{""profits"":""608.0"",""profitPercentChange"":""177.6""}]","[{""assets"":""7550.0"",""marketValue"":""5015.0"",""employeeCount"":""6400""}]"
"Crown Castle International","503","-36","[{""revenues"":""6340.0"",""revenuePercentChange"":""8.6""}]","[{""profits"":""1096.0"",""profitPercentChange"":""3.8""}]","[{""assets"":""39040.0"",""marketValue"":""79937.3"",""employeeCount"":""5000""}]"
"Agilent Technologies","504","-2","[{""revenues"":""6319.0"",""revenuePercentChange"":""18.4""}]","[{""profits"":""1210.0"",""profitPercentChange"":""68.3""}]","[{""assets"":""10705.0"",""marketValue"":""39714.0"",""employeeCount"":""17000""}]"
"McCormick","505","-23","[{""revenues"":""6317.9"",""revenuePercentChange"":""12.8""}]","[{""profits"":""755.3"",""profitPercentChange"":""1.1""}]","[{""assets"":""12905.8"",""marketValue"":""26754.0"",""employeeCount"":""14000""}]"
"Skechers U.S.A.","506","52","[{""revenues"":""6310.2"",""revenuePercentChange"":""36.8""}]","[{""profits"":""741.5"",""profitPercentChange"":""652.3""}]","[{""assets"":""6491.3"",""marketValue"":""6360.4"",""employeeCount"":""8950""}]"
"Watsco","507","17","[{""revenues"":""6280.2"",""revenuePercentChange"":""24.2""}]","[{""profits"":""418.9"",""profitPercentChange"":""55.4""}]","[{""assets"":""3085.9"",""marketValue"":""11842.6"",""employeeCount"":""6875""}]"
"Live Nation Entertainment","508","486","[{""revenues"":""6268.4"",""revenuePercentChange"":""236.8""}]","[{""profits"":""-650.9"",""profitPercentChange"":""0.0""}]","[{""assets"":""14402.3"",""marketValue"":""26425.0"",""employeeCount"":""16200""}]"
"Lululemon athletica","509","78","[{""revenues"":""6256.6"",""revenuePercentChange"":""42.1""}]","[{""profits"":""975.3"",""profitPercentChange"":""65.6""}]","[{""assets"":""4942.5"",""marketValue"":""46717.8"",""employeeCount"":""29000""}]"
"ABM Industries","510","-48","[{""revenues"":""6228.6"",""revenuePercentChange"":""4.0""}]","[{""profits"":""126.3"",""profitPercentChange"":""42000.0""}]","[{""assets"":""4436.2"",""marketValue"":""3078.7"",""employeeCount"":""124000""}]"
"Post Holdings","511","-37","[{""revenues"":""6226.7"",""revenuePercentChange"":""9.3""}]","[{""profits"":""166.7"",""profitPercentChange"":""20737.5""}]","[{""assets"":""12414.7"",""marketValue"":""4284.4"",""employeeCount"":""10735""}]"
"Moody's","512","-12","[{""revenues"":""6218.0"",""revenuePercentChange"":""15.8""}]","[{""profits"":""2214.0"",""profitPercentChange"":""24.5""}]","[{""assets"":""14680.0"",""marketValue"":""62548.1"",""employeeCount"":""13460""}]"
"Select Medical Holdings","513","-26","[{""revenues"":""6204.5"",""revenuePercentChange"":""12.2""}]","[{""profits"":""402.2"",""profitPercentChange"":""55.3""}]","[{""assets"":""7360.2"",""marketValue"":""3208.6"",""employeeCount"":""43200""}]"
"Alaska Air Group","514","147","[{""revenues"":""6176.0"",""revenuePercentChange"":""73.2""}]","[{""profits"":""478.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""13951.0"",""marketValue"":""7314.3"",""employeeCount"":""21691""}]"
"Big Lots","515","-66","[{""revenues"":""6150.6"",""revenuePercentChange"":""-0.8""}]","[{""profits"":""177.8"",""profitPercentChange"":""-71.7""}]","[{""assets"":""3927.3"",""marketValue"":""988.1"",""employeeCount"":""23350""}]"
"Amkor Technology","516","9","[{""revenues"":""6138.3"",""revenuePercentChange"":""21.5""}]","[{""profits"":""643.0"",""profitPercentChange"":""90.2""}]","[{""assets"":""6038.6"",""marketValue"":""5313.0"",""employeeCount"":""30400""}]"
"Sinclair Broadcast Group","517","-52","[{""revenues"":""6134.0"",""revenuePercentChange"":""3.2""}]","[{""profits"":""-414.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""12541.0"",""marketValue"":""2008.1"",""employeeCount"":""11500""}]"
"RPM International","518","-29","[{""revenues"":""6106.3"",""revenuePercentChange"":""10.9""}]","[{""profits"":""502.6"",""profitPercentChange"":""65.1""}]","[{""assets"":""6253.0"",""marketValue"":""10560.8"",""employeeCount"":""15490""}]"
"M&T Bank","519","-75","[{""revenues"":""6105.8"",""revenuePercentChange"":""-2.8""}]","[{""profits"":""1858.7"",""profitPercentChange"":""37.4""}]","[{""assets"":""155107.2"",""marketValue"":""21875.0"",""employeeCount"":""17342""}]"
"Sprouts Farmers Market","520","-83","[{""revenues"":""6099.9"",""revenuePercentChange"":""-5.7""}]","[{""profits"":""244.2"",""profitPercentChange"":""-15.1""}]","[{""assets"":""2923.1"",""marketValue"":""3546.8"",""employeeCount"":""31000""}]"
"Huntington Bancshares","521","-11","[{""revenues"":""6080.0"",""revenuePercentChange"":""16.1""}]","[{""profits"":""1295.0"",""profitPercentChange"":""58.5""}]","[{""assets"":""174064.0"",""marketValue"":""21123.4"",""employeeCount"":""18442""}]"
"CACI International","522","-49","[{""revenues"":""6044.1"",""revenuePercentChange"":""5.7""}]","[{""profits"":""457.4"",""profitPercentChange"":""42.3""}]","[{""assets"":""6172.4"",""marketValue"":""7051.2"",""employeeCount"":""22000""}]"
"JetBlue Airways","523","229","[{""revenues"":""6037.0"",""revenuePercentChange"":""104.2""}]","[{""profits"":""-182.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""13642.0"",""marketValue"":""4786.9"",""employeeCount"":""17459""}]"
"SVB Financial Group","524","89","[{""revenues"":""6027.0"",""revenuePercentChange"":""47.7""}]","[{""profits"":""1833.0"",""profitPercentChange"":""51.7""}]","[{""assets"":""211478.0"",""marketValue"":""32901.0"",""employeeCount"":""6567""}]"
"Fastenal","525","-46","[{""revenues"":""6010.9"",""revenuePercentChange"":""6.4""}]","[{""profits"":""925.0"",""profitPercentChange"":""7.7""}]","[{""assets"":""4299.0"",""marketValue"":""34187.9"",""employeeCount"":""18370""}]"
"GameStop","526","-5","[{""revenues"":""6010.7"",""revenuePercentChange"":""18.1""}]","[{""profits"":""-381.3"",""profitPercentChange"":""0.0""}]","[{""assets"":""3499.3"",""marketValue"":""12716.6"",""employeeCount"":""22500""}]"
"Knight-Swift Transportation Holdings","527","24","[{""revenues"":""5998.0"",""revenuePercentChange"":""28.3""}]","[{""profits"":""743.4"",""profitPercentChange"":""81.3""}]","[{""assets"":""10655.5"",""marketValue"":""8386.0"",""employeeCount"":""27650""}]"
"Airbnb","528","160","[{""revenues"":""5991.8"",""revenuePercentChange"":""77.4""}]","[{""profits"":""-352.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""13708.5"",""marketValue"":""110419.9"",""employeeCount"":""6132""}]"
"Patterson","529","-38","[{""revenues"":""5912.1"",""revenuePercentChange"":""7.7""}]","[{""profits"":""156.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""2751.5"",""marketValue"":""3160.0"",""employeeCount"":""7800""}]"
"Penn National Gaming","530","129","[{""revenues"":""5905.0"",""revenuePercentChange"":""65.0""}]","[{""profits"":""420.8"",""profitPercentChange"":""0.0""}]","[{""assets"":""16872.1"",""marketValue"":""7140.2"",""employeeCount"":""21973""}]"
"ServiceNow","531","39","[{""revenues"":""5896.0"",""revenuePercentChange"":""30.5""}]","[{""profits"":""230.0"",""profitPercentChange"":""94.1""}]","[{""assets"":""10798.0"",""marketValue"":""111378.0"",""employeeCount"":""16881""}]"
"Nasdaq","532","-52","[{""revenues"":""5886.0"",""revenuePercentChange"":""4.6""}]","[{""profits"":""1187.0"",""profitPercentChange"":""27.2""}]","[{""assets"":""20115.0"",""marketValue"":""29298.2"",""employeeCount"":""5814""}]"
"Brunswick","533","59","[{""revenues"":""5846.2"",""revenuePercentChange"":""34.5""}]","[{""profits"":""593.3"",""profitPercentChange"":""59.2""}]","[{""assets"":""5425.0"",""marketValue"":""6197.3"",""employeeCount"":""18582""}]"
"Resideo Technologies","534","-11","[{""revenues"":""5846.0"",""revenuePercentChange"":""15.3""}]","[{""profits"":""242.0"",""profitPercentChange"":""554.1""}]","[{""assets"":""5853.0"",""marketValue"":""3455.8"",""employeeCount"":""13300""}]"
"Chesapeake Energy","535","-22","[{""revenues"":""5809.0"",""revenuePercentChange"":""11.5""}]","[{""profits"":""0.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""11009.0"",""marketValue"":""11135.9"",""employeeCount"":""1300""}]"
"Petco Health and Wellness","536","-5","[{""revenues"":""5807.1"",""revenuePercentChange"":""18.0""}]","[{""profits"":""164.4"",""profitPercentChange"":""0.0""}]","[{""assets"":""6497.9"",""marketValue"":""5930.2"",""employeeCount"":""28495""}]"
"Kemper","537","-23","[{""revenues"":""5793.0"",""revenuePercentChange"":""11.3""}]","[{""profits"":""-120.5"",""profitPercentChange"":""-129.4""}]","[{""assets"":""14916.5"",""marketValue"":""3606.0"",""employeeCount"":""10300""}]"
"Hilton Worldwide Holdings","538","58","[{""revenues"":""5788.0"",""revenuePercentChange"":""34.4""}]","[{""profits"":""410.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""15441.0"",""marketValue"":""42356.6"",""employeeCount"":""142000""}]"
"Cerner","539","-49","[{""revenues"":""5764.8"",""revenuePercentChange"":""4.7""}]","[{""profits"":""555.6"",""profitPercentChange"":""-28.8""}]","[{""assets"":""7434.2"",""marketValue"":""27492.2"",""employeeCount"":""25150""}]"
"Levi Strauss","540","40","[{""revenues"":""5763.9"",""revenuePercentChange"":""29.5""}]","[{""profits"":""553.5"",""profitPercentChange"":""0.0""}]","[{""assets"":""5900.1"",""marketValue"":""7874.7"",""employeeCount"":""16600""}]"
"Tapestry","541","-13","[{""revenues"":""5746.3"",""revenuePercentChange"":""15.8""}]","[{""profits"":""834.2"",""profitPercentChange"":""0.0""}]","[{""assets"":""8382.4"",""marketValue"":""9807.2"",""employeeCount"":""14250""}]"
"NetApp","542","-45","[{""revenues"":""5744.0"",""revenuePercentChange"":""6.1""}]","[{""profits"":""730.0"",""profitPercentChange"":""-10.9""}]","[{""assets"":""9360.0"",""marketValue"":""18470.5"",""employeeCount"":""11000""}]"
"KB Home","543","60","[{""revenues"":""5724.9"",""revenuePercentChange"":""36.9""}]","[{""profits"":""564.7"",""profitPercentChange"":""90.6""}]","[{""assets"":""5835.9"",""marketValue"":""2858.1"",""employeeCount"":""2244""}]"
"Continental Resources","544","274","[{""revenues"":""5719.3"",""revenuePercentChange"":""121.1""}]","[{""profits"":""1661.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""18591.1"",""marketValue"":""22342.4"",""employeeCount"":""1254""}]"
"Intuitive Surgical","545","46","[{""revenues"":""5710.1"",""revenuePercentChange"":""31.0""}]","[{""profits"":""1704.6"",""profitPercentChange"":""60.7""}]","[{""assets"":""13555.0"",""marketValue"":""108361.9"",""employeeCount"":""9793""}]"
"Under Armour","546","32","[{""revenues"":""5683.5"",""revenuePercentChange"":""27.0""}]","[{""profits"":""360.1"",""profitPercentChange"":""0.0""}]","[{""assets"":""4991.4"",""marketValue"":""7712.4"",""employeeCount"":""12300""}]"
"MDU Resources Group","547","-61","[{""revenues"":""5680.7"",""revenuePercentChange"":""2.7""}]","[{""profits"":""378.1"",""profitPercentChange"":""-3.1""}]","[{""assets"":""8910.4"",""marketValue"":""5419.3"",""employeeCount"":""12826""}]"
"Silgan Holdings","548","-18","[{""revenues"":""5677.1"",""revenuePercentChange"":""15.3""}]","[{""profits"":""359.1"",""profitPercentChange"":""16.3""}]","[{""assets"":""7770.8"",""marketValue"":""5104.3"",""employeeCount"":""15720""}]"
"Ryerson Holding","549","127","[{""revenues"":""5675.3"",""revenuePercentChange"":""63.7""}]","[{""profits"":""294.3"",""profitPercentChange"":""0.0""}]","[{""assets"":""2365.6"",""marketValue"":""1344.6"",""employeeCount"":""4000""}]"
"Ingersoll Rand","550","-17","[{""revenues"":""5655.2"",""revenuePercentChange"":""15.2""}]","[{""profits"":""562.5"",""profitPercentChange"":""0.0""}]","[{""assets"":""15154.5"",""marketValue"":""20541.2"",""employeeCount"":""16000""}]"
"Hologic","551","90","[{""revenues"":""5632.3"",""revenuePercentChange"":""49.1""}]","[{""profits"":""1871.5"",""profitPercentChange"":""67.8""}]","[{""assets"":""8919.9"",""marketValue"":""19305.1"",""employeeCount"":""6705""}]"
"Electronic Arts","552","-67","[{""revenues"":""5629.0"",""revenuePercentChange"":""1.7""}]","[{""profits"":""837.0"",""profitPercentChange"":""-72.5""}]","[{""assets"":""13288.0"",""marketValue"":""35577.4"",""employeeCount"":""11000""}]"
"Zebra Technologies","553","28","[{""revenues"":""5627.0"",""revenuePercentChange"":""26.5""}]","[{""profits"":""837.0"",""profitPercentChange"":""66.1""}]","[{""assets"":""6215.0"",""marketValue"":""21959.1"",""employeeCount"":""9800""}]"
"Coty","554","-128","[{""revenues"":""5616.2"",""revenuePercentChange"":""-16.6""}]","[{""profits"":""-201.3"",""profitPercentChange"":""0.0""}]","[{""assets"":""13691.4"",""marketValue"":""7540.6"",""employeeCount"":""11430""}]"
"Schneider National","555","10","[{""revenues"":""5608.7"",""revenuePercentChange"":""23.2""}]","[{""profits"":""405.4"",""profitPercentChange"":""91.5""}]","[{""assets"":""3937.3"",""marketValue"":""4551.6"",""employeeCount"":""17050""}]"
"Sonoco Products","556","-45","[{""revenues"":""5590.4"",""revenuePercentChange"":""6.7""}]","[{""profits"":""-85.5"",""profitPercentChange"":""-141.2""}]","[{""assets"":""5073.2"",""marketValue"":""6099.1"",""employeeCount"":""20500""}]"
"Concentrix","557","0","[{""revenues"":""5587.0"",""revenuePercentChange"":""0.0""}]","[{""profits"":""405.6"",""profitPercentChange"":""0.0""}]","[{""assets"":""5046.4"",""marketValue"":""8605.2"",""employeeCount"":""290000""}]"
"Evergy","558","-26","[{""revenues"":""5586.7"",""revenuePercentChange"":""13.7""}]","[{""profits"":""879.7"",""profitPercentChange"":""42.3""}]","[{""assets"":""28520.5"",""marketValue"":""15512.7"",""employeeCount"":""4930""}]"
"Cornerstone Building Brands","559","-2","[{""revenues"":""5583.1"",""revenuePercentChange"":""20.9""}]","[{""profits"":""665.9"",""profitPercentChange"":""0.0""}]","[{""assets"":""5827.5"",""marketValue"":""3088.7"",""employeeCount"":""21700""}]"
"Coca-Cola Consolidated","560","-34","[{""revenues"":""5562.7"",""revenuePercentChange"":""11.1""}]","[{""profits"":""189.6"",""profitPercentChange"":""9.9""}]","[{""assets"":""3445.6"",""marketValue"":""4657.3"",""employeeCount"":""15050""}]"
"Greif","561","11","[{""revenues"":""5556.1"",""revenuePercentChange"":""23.1""}]","[{""profits"":""390.7"",""profitPercentChange"":""259.1""}]","[{""assets"":""5815.8"",""marketValue"":""3134.0"",""employeeCount"":""16000""}]"
"Vulcan Materials","562","-23","[{""revenues"":""5552.2"",""revenuePercentChange"":""14.3""}]","[{""profits"":""670.8"",""profitPercentChange"":""14.8""}]","[{""assets"":""13682.6"",""marketValue"":""24412.7"",""employeeCount"":""11912""}]"
"Ametek","563","3","[{""revenues"":""5546.5"",""revenuePercentChange"":""22.2""}]","[{""profits"":""990.1"",""profitPercentChange"":""13.5""}]","[{""assets"":""11898.2"",""marketValue"":""30787.3"",""employeeCount"":""18500""}]"
"Monster Beverage","564","-2","[{""revenues"":""5541.4"",""revenuePercentChange"":""20.5""}]","[{""profits"":""1377.5"",""profitPercentChange"":""-2.3""}]","[{""assets"":""7804.8"",""marketValue"":""42295.8"",""employeeCount"":""3775""}]"
"Sealed Air","565","-31","[{""revenues"":""5533.8"",""revenuePercentChange"":""12.9""}]","[{""profits"":""506.8"",""profitPercentChange"":""0.8""}]","[{""assets"":""6229.3"",""marketValue"":""9920.7"",""employeeCount"":""16500""}]"
"NOV","566","-109","[{""revenues"":""5524.0"",""revenuePercentChange"":""-9.3""}]","[{""profits"":""-250.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""9550.0"",""marketValue"":""7700.2"",""employeeCount"":""27043""}]"
"Las Vegas Sands","567","87","[{""revenues"":""5505.0"",""revenuePercentChange"":""52.4""}]","[{""profits"":""-961.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""20059.0"",""marketValue"":""29696.4"",""employeeCount"":""44600""}]"
"Martin Marietta Materials","568","-22","[{""revenues"":""5493.2"",""revenuePercentChange"":""16.1""}]","[{""profits"":""702.5"",""profitPercentChange"":""-2.6""}]","[{""assets"":""14393.0"",""marketValue"":""24015.1"",""employeeCount"":""10000""}]"
"Marathon Oil","569","164","[{""revenues"":""5467.0"",""revenuePercentChange"":""77.2""}]","[{""profits"":""946.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""16994.0"",""marketValue"":""18349.5"",""employeeCount"":""1531""}]"
"Mattel","570","-7","[{""revenues"":""5457.7"",""revenuePercentChange"":""19.1""}]","[{""profits"":""903.0"",""profitPercentChange"":""613.1""}]","[{""assets"":""6393.9"",""marketValue"":""7823.3"",""employeeCount"":""36300""}]"
"Microchip Technology","571","-66","[{""revenues"":""5438.4"",""revenuePercentChange"":""3.1""}]","[{""profits"":""349.4"",""profitPercentChange"":""-38.8""}]","[{""assets"":""16478.8"",""marketValue"":""41777.1"",""employeeCount"":""19500""}]"
"Harley-Davidson","572","42","[{""revenues"":""5336.3"",""revenuePercentChange"":""31.6""}]","[{""profits"":""650.0"",""profitPercentChange"":""49978.9""}]","[{""assets"":""11051.1"",""marketValue"":""6062.9"",""employeeCount"":""5800""}]"
"Telephone & Data Systems","573","-61","[{""revenues"":""5329.0"",""revenuePercentChange"":""2.0""}]","[{""profits"":""156.0"",""profitPercentChange"":""-31.0""}]","[{""assets"":""13493.0"",""marketValue"":""2163.4"",""employeeCount"":""8800""}]"
"ADT","574","-70","[{""revenues"":""5307.1"",""revenuePercentChange"":""-0.1""}]","[{""profits"":""-340.8"",""profitPercentChange"":""0.0""}]","[{""assets"":""16894.4"",""marketValue"":""6843.0"",""employeeCount"":""25000""}]"
"First Republic Bank","575","-1","[{""revenues"":""5305.0"",""revenuePercentChange"":""17.7""}]","[{""profits"":""1478.0"",""profitPercentChange"":""38.9""}]","[{""assets"":""181087.0"",""marketValue"":""29113.6"",""employeeCount"":""6295""}]"
"Warner Music Group","576","3","[{""revenues"":""5301.0"",""revenuePercentChange"":""18.8""}]","[{""profits"":""304.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""7211.0"",""marketValue"":""19485.7"",""employeeCount"":""5900""}]"
