"name","rank","change_in_rank","companyRevenue","companyProfit","companySize"
"Pool","577","47","[{""revenues"":""5295.6"",""revenuePercentChange"":""34.5""}]","[{""profits"":""650.6"",""profitPercentChange"":""77.4""}]","[{""assets"":""3230.1"",""marketValue"":""16967.1"",""employeeCount"":""5650""}]"
"Old Dominion Freight Line","578","41","[{""revenues"":""5256.3"",""revenuePercentChange"":""30.9""}]","[{""profits"":""1034.4"",""profitPercentChange"":""53.8""}]","[{""assets"":""4821.5"",""marketValue"":""34307.5"",""employeeCount"":""23663""}]"
"Fortive","579","-23","[{""revenues"":""5254.7"",""revenuePercentChange"":""13.4""}]","[{""profits"":""608.4"",""profitPercentChange"":""-62.3""}]","[{""assets"":""16465.5"",""marketValue"":""21877.9"",""employeeCount"":""18000""}]"
"MDC Holdings","580","49","[{""revenues"":""5254.7"",""revenuePercentChange"":""34.7""}]","[{""profits"":""573.7"",""profitPercentChange"":""56.1""}]","[{""assets"":""4963.5"",""marketValue"":""2692.7"",""employeeCount"":""2080""}]"
"NGL Energy Partners","581","-430","[{""revenues"":""5243.2"",""revenuePercentChange"":""-73.5""}]","[{""profits"":""-639.8"",""profitPercentChange"":""0.0""}]","[{""assets"":""5947.3"",""marketValue"":""288.6"",""employeeCount"":""997""}]"
"Edwards Lifesciences","582","7","[{""revenues"":""5232.5"",""revenuePercentChange"":""19.3""}]","[{""profits"":""1503.1"",""profitPercentChange"":""82.5""}]","[{""assets"":""8502.6"",""marketValue"":""73141.4"",""employeeCount"":""15700""}]"
"Hanover Insurance Group","583","-41","[{""revenues"":""5227.8"",""revenuePercentChange"":""8.3""}]","[{""profits"":""418.7"",""profitPercentChange"":""16.7""}]","[{""assets"":""14254.3"",""marketValue"":""5317.9"",""employeeCount"":""4400""}]"
"Syneos Health","584","2","[{""revenues"":""5213.0"",""revenuePercentChange"":""18.1""}]","[{""profits"":""234.8"",""profitPercentChange"":""21.8""}]","[{""assets"":""8237.1"",""marketValue"":""8436.7"",""employeeCount"":""27443""}]"
"Xylem","585","-47","[{""revenues"":""5195.0"",""revenuePercentChange"":""6.5""}]","[{""profits"":""427.0"",""profitPercentChange"":""68.1""}]","[{""assets"":""8276.0"",""marketValue"":""15354.7"",""employeeCount"":""16700""}]"
"Church & Dwight","586","-51","[{""revenues"":""5190.1"",""revenuePercentChange"":""6.0""}]","[{""profits"":""827.5"",""profitPercentChange"":""5.3""}]","[{""assets"":""7996.5"",""marketValue"":""24119.1"",""employeeCount"":""5100""}]"
"American Axle & Manufacturing","587","-40","[{""revenues"":""5156.6"",""revenuePercentChange"":""9.5""}]","[{""profits"":""5.9"",""profitPercentChange"":""0.0""}]","[{""assets"":""5635.7"",""marketValue"":""888.3"",""employeeCount"":""18000""}]"
"Meritage Homes","588","-11","[{""revenues"":""5141.3"",""revenuePercentChange"":""14.2""}]","[{""profits"":""737.4"",""profitPercentChange"":""74.1""}]","[{""assets"":""4807.5"",""marketValue"":""2907.3"",""employeeCount"":""1773""}]"
"Workday","589","5","[{""revenues"":""5138.8"",""revenuePercentChange"":""19.0""}]","[{""profits"":""29.4"",""profitPercentChange"":""0.0""}]","[{""assets"":""10498.5"",""marketValue"":""60583.4"",""employeeCount"":""15200""}]"
"Rush Enterprises","590","-45","[{""revenues"":""5126.1"",""revenuePercentChange"":""8.2""}]","[{""profits"":""241.4"",""profitPercentChange"":""110.1""}]","[{""assets"":""3120.0"",""marketValue"":""2788.5"",""employeeCount"":""7141""}]"
"Yellow","591","-18","[{""revenues"":""5121.8"",""revenuePercentChange"":""13.5""}]","[{""profits"":""-109.1"",""profitPercentChange"":""0.0""}]","[{""assets"":""2425.6"",""marketValue"":""360.3"",""employeeCount"":""32000""}]"
"Encompass Health","592","-38","[{""revenues"":""5121.6"",""revenuePercentChange"":""10.3""}]","[{""profits"":""412.2"",""profitPercentChange"":""45.0""}]","[{""assets"":""6864.9"",""marketValue"":""7071.1"",""employeeCount"":""35681""}]"
"Simon Property Group","593","-33","[{""revenues"":""5116.8"",""revenuePercentChange"":""11.1""}]","[{""profits"":""2249.6"",""profitPercentChange"":""102.2""}]","[{""assets"":""33777.4"",""marketValue"":""43197.8"",""employeeCount"":""2850""}]"
"Globe Life","594","-50","[{""revenues"":""5112.9"",""revenuePercentChange"":""7.9""}]","[{""profits"":""745.0"",""profitPercentChange"":""1.8""}]","[{""assets"":""29768.0"",""marketValue"":""9977.3"",""employeeCount"":""3222""}]"
"Skyworks Solutions","595","95","[{""revenues"":""5109.1"",""revenuePercentChange"":""52.3""}]","[{""profits"":""1498.3"",""profitPercentChange"":""83.9""}]","[{""assets"":""8590.7"",""marketValue"":""21547.5"",""employeeCount"":""10945""}]"
"Endeavor Group Holdings","596","78","[{""revenues"":""5077.7"",""revenuePercentChange"":""46.0""}]","[{""profits"":""-296.6"",""profitPercentChange"":""0.0""}]","[{""assets"":""11434.5"",""marketValue"":""20363.1"",""employeeCount"":""7700""}]"
"Twitter","597","50","[{""revenues"":""5077.5"",""revenuePercentChange"":""36.6""}]","[{""profits"":""-221.4"",""profitPercentChange"":""0.0""}]","[{""assets"":""14059.5"",""marketValue"":""30976.8"",""employeeCount"":""7500""}]"
"Leggett & Platt","598","0","[{""revenues"":""5072.6"",""revenuePercentChange"":""18.5""}]","[{""profits"":""402.4"",""profitPercentChange"":""62.5""}]","[{""assets"":""5307.3"",""marketValue"":""4659.0"",""employeeCount"":""20300""}]"
"Western Union","599","-58","[{""revenues"":""5070.8"",""revenuePercentChange"":""4.9""}]","[{""profits"":""805.8"",""profitPercentChange"":""8.3""}]","[{""assets"":""8823.5"",""marketValue"":""7374.7"",""employeeCount"":""10500""}]"
"PerkinElmer","600","39","[{""revenues"":""5067.2"",""revenuePercentChange"":""34.0""}]","[{""profits"":""943.2"",""profitPercentChange"":""29.6""}]","[{""assets"":""15000.6"",""marketValue"":""22009.4"",""employeeCount"":""16700""}]"
"SS&C Technologies Holdings","601","-49","[{""revenues"":""5051.0"",""revenuePercentChange"":""8.2""}]","[{""profits"":""800.0"",""profitPercentChange"":""28.0""}]","[{""assets"":""17333.0"",""marketValue"":""19235.1"",""employeeCount"":""24900""}]"
"CUNA Mutual Group","602","13","[{""revenues"":""5049.5"",""revenuePercentChange"":""24.7""}]","[{""profits"":""622.3"",""profitPercentChange"":""327.7""}]","[{""assets"":""44345.0"",""marketValue"":""0.0"",""employeeCount"":""4100""}]"
"FMC","603","-48","[{""revenues"":""5045.2"",""revenuePercentChange"":""8.7""}]","[{""profits"":""736.5"",""profitPercentChange"":""33.5""}]","[{""assets"":""10581.3"",""marketValue"":""16563.8"",""employeeCount"":""6400""}]"
"Carlisle","604","-5","[{""revenues"":""5030.0"",""revenuePercentChange"":""18.5""}]","[{""profits"":""421.7"",""profitPercentChange"":""31.7""}]","[{""assets"":""7246.8"",""marketValue"":""12804.5"",""employeeCount"":""11250""}]"
"American Eagle Outfitters","605","37","[{""revenues"":""5010.8"",""revenuePercentChange"":""33.3""}]","[{""profits"":""419.6"",""profitPercentChange"":""0.0""}]","[{""assets"":""3786.6"",""marketValue"":""2836.6"",""employeeCount"":""24000""}]"
"Core & Main","606","0","[{""revenues"":""5004.0"",""revenuePercentChange"":""37.4""}]","[{""profits"":""166.0"",""profitPercentChange"":""348.6""}]","[{""assets"":""4434.0"",""marketValue"":""5948.8"",""employeeCount"":""4100""}]"
"Vertiv Holdings","607","-17","[{""revenues"":""4998.1"",""revenuePercentChange"":""14.4""}]","[{""profits"":""119.6"",""profitPercentChange"":""0.0""}]","[{""assets"":""6939.6"",""marketValue"":""5263.9"",""employeeCount"":""24000""}]"
"Broadridge Financial Solutions","608","-40","[{""revenues"":""4993.7"",""revenuePercentChange"":""10.3""}]","[{""profits"":""547.5"",""profitPercentChange"":""18.4""}]","[{""assets"":""8119.8"",""marketValue"":""18182.7"",""employeeCount"":""13704""}]"
"Ingles Markets","609","-50","[{""revenues"":""4987.9"",""revenuePercentChange"":""8.2""}]","[{""profits"":""249.7"",""profitPercentChange"":""39.8""}]","[{""assets"":""2018.3"",""marketValue"":""1691.4"",""employeeCount"":""18460""}]"
"TPG","610","0","[{""revenues"":""4976.4"",""revenuePercentChange"":""135.3""}]","[{""profits"":""2180.9"",""profitPercentChange"":""198.1""}]","[{""assets"":""8962.0"",""marketValue"":""9304.9"",""employeeCount"":""1013""}]"
"Insperity","611","-14","[{""revenues"":""4973.1"",""revenuePercentChange"":""16.0""}]","[{""profits"":""124.1"",""profitPercentChange"":""-10.2""}]","[{""assets"":""1753.1"",""marketValue"":""3849.8"",""employeeCount"":""3600""}]"
"Howmet Aerospace","612","-105","[{""revenues"":""4972.0"",""revenuePercentChange"":""-5.5""}]","[{""profits"":""258.0"",""profitPercentChange"":""-1.1""}]","[{""assets"":""10219.0"",""marketValue"":""15055.4"",""employeeCount"":""19900""}]"
"R.R. Donnelley & Sons","613","-114","[{""revenues"":""4963.7"",""revenuePercentChange"":""-8.1""}]","[{""profits"":""3.7"",""profitPercentChange"":""-96.2""}]","[{""assets"":""3131.4"",""marketValue"":""0.0"",""employeeCount"":""32000""}]"
"Keysight Technologies","614","-13","[{""revenues"":""4941.0"",""revenuePercentChange"":""17.1""}]","[{""profits"":""894.0"",""profitPercentChange"":""42.6""}]","[{""assets"":""7781.0"",""marketValue"":""28746.6"",""employeeCount"":""14300""}]"
"Tempur Sealy International","615","37","[{""revenues"":""4930.8"",""revenuePercentChange"":""34.1""}]","[{""profits"":""624.5"",""profitPercentChange"":""79.0""}]","[{""assets"":""4323.4"",""marketValue"":""4997.7"",""employeeCount"":""12000""}]"
"Scotts Miracle-Gro","616","-9","[{""revenues"":""4925.0"",""revenuePercentChange"":""19.2""}]","[{""profits"":""512.5"",""profitPercentChange"":""32.3""}]","[{""assets"":""4800.0"",""marketValue"":""6834.6"",""employeeCount"":""8050""}]"
"Equifax","617","-9","[{""revenues"":""4923.9"",""revenuePercentChange"":""19.3""}]","[{""profits"":""744.2"",""profitPercentChange"":""43.1""}]","[{""assets"":""11040.9"",""marketValue"":""29141.8"",""employeeCount"":""12700""}]"
"Kelly Services","618","-47","[{""revenues"":""4909.7"",""revenuePercentChange"":""8.7""}]","[{""profits"":""156.1"",""profitPercentChange"":""0.0""}]","[{""assets"":""2894.2"",""marketValue"":""856.0"",""employeeCount"":""7400""}]"
"NiSource","619","-70","[{""revenues"":""4899.6"",""revenuePercentChange"":""4.7""}]","[{""profits"":""584.9"",""profitPercentChange"":""0.0""}]","[{""assets"":""24156.9"",""marketValue"":""12891.2"",""employeeCount"":""7307""}]"
"OneMain Holdings","620","-84","[{""revenues"":""4895.0"",""revenuePercentChange"":""0.0""}]","[{""profits"":""1314.0"",""profitPercentChange"":""80.0""}]","[{""assets"":""22079.0"",""marketValue"":""6042.8"",""employeeCount"":""8800""}]"
"DoorDash","621","148","[{""revenues"":""4888.0"",""revenuePercentChange"":""69.4""}]","[{""profits"":""-468.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""6809.0"",""marketValue"":""40830.3"",""employeeCount"":""8600""}]"
"Avient","622","80","[{""revenues"":""4818.8"",""revenuePercentChange"":""48.6""}]","[{""profits"":""230.8"",""profitPercentChange"":""75.4""}]","[{""assets"":""4997.2"",""marketValue"":""4388.4"",""employeeCount"":""8700""}]"
"Sanderson Farms","623","39","[{""revenues"":""4799.7"",""revenuePercentChange"":""34.7""}]","[{""profits"":""455.1"",""profitPercentChange"":""1509.6""}]","[{""assets"":""2345.0"",""marketValue"":""4185.4"",""employeeCount"":""17662""}]"
"TransDigm Group","624","-108","[{""revenues"":""4798.0"",""revenuePercentChange"":""-7.4""}]","[{""profits"":""680.0"",""profitPercentChange"":""-2.7""}]","[{""assets"":""19315.0"",""marketValue"":""36135.8"",""employeeCount"":""13300""}]"
"Stifel Financial","625","8","[{""revenues"":""4783.1"",""revenuePercentChange"":""25.3""}]","[{""profits"":""824.9"",""profitPercentChange"":""63.8""}]","[{""assets"":""34049.7"",""marketValue"":""7226.0"",""employeeCount"":""8600""}]"
"JELD-WEN Holding","626","-26","[{""revenues"":""4771.7"",""revenuePercentChange"":""12.7""}]","[{""profits"":""168.8"",""profitPercentChange"":""84.3""}]","[{""assets"":""3738.7"",""marketValue"":""1826.0"",""employeeCount"":""24700""}]"
"Ares Management","627","0","[{""revenues"":""4770.6"",""revenuePercentChange"":""122.8""}]","[{""profits"":""408.8"",""profitPercentChange"":""168.7""}]","[{""assets"":""21605.2"",""marketValue"":""23821.1"",""employeeCount"":""2100""}]"
"Elanco Animal Health","628","71","[{""revenues"":""4765.0"",""revenuePercentChange"":""45.6""}]","[{""profits"":""-472.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""16483.0"",""marketValue"":""12345.4"",""employeeCount"":""9800""}]"
"Prologis","629","-45","[{""revenues"":""4759.4"",""revenuePercentChange"":""7.2""}]","[{""profits"":""2939.7"",""profitPercentChange"":""98.4""}]","[{""assets"":""58486.2"",""marketValue"":""119524.5"",""employeeCount"":""2053""}]"
"Welltower","630","-69","[{""revenues"":""4742.1"",""revenuePercentChange"":""3.0""}]","[{""profits"":""336.1"",""profitPercentChange"":""-65.7""}]","[{""assets"":""34910.3"",""marketValue"":""43001.5"",""employeeCount"":""464""}]"
"Darling Ingredients","631","29","[{""revenues"":""4741.4"",""revenuePercentChange"":""32.7""}]","[{""profits"":""650.9"",""profitPercentChange"":""119.3""}]","[{""assets"":""6133.7"",""marketValue"":""12987.4"",""employeeCount"":""9900""}]"
"Juniper Networks","632","-50","[{""revenues"":""4735.4"",""revenuePercentChange"":""6.5""}]","[{""profits"":""252.7"",""profitPercentChange"":""-2.0""}]","[{""assets"":""8887.0"",""marketValue"":""11986.6"",""employeeCount"":""10191""}]"
"Gartner","633","-21","[{""revenues"":""4734.0"",""revenuePercentChange"":""15.5""}]","[{""profits"":""793.6"",""profitPercentChange"":""197.5""}]","[{""assets"":""7416.3"",""marketValue"":""24477.2"",""employeeCount"":""16600""}]"
"Par Pacific Holdings","634","91","[{""revenues"":""4710.1"",""revenuePercentChange"":""50.7""}]","[{""profits"":""-81.3"",""profitPercentChange"":""0.0""}]","[{""assets"":""2570.3"",""marketValue"":""783.3"",""employeeCount"":""1336""}]"
"Hubbell","635","-33","[{""revenues"":""4703.5"",""revenuePercentChange"":""12.4""}]","[{""profits"":""399.5"",""profitPercentChange"":""13.8""}]","[{""assets"":""5281.5"",""marketValue"":""9959.6"",""employeeCount"":""18300""}]"
"CME Group","636","-99","[{""revenues"":""4689.7"",""revenuePercentChange"":""-4.0""}]","[{""profits"":""2636.4"",""profitPercentChange"":""25.2""}]","[{""assets"":""196780.3"",""marketValue"":""85492.3"",""employeeCount"":""3480""}]"
"Nexstar Media Group","637","-61","[{""revenues"":""4648.4"",""revenuePercentChange"":""3.3""}]","[{""profits"":""834.6"",""profitPercentChange"":""2.9""}]","[{""assets"":""13264.5"",""marketValue"":""7728.3"",""employeeCount"":""11817""}]"
"Tutor Perini","638","-135","[{""revenues"":""4641.8"",""revenuePercentChange"":""-12.7""}]","[{""profits"":""91.9"",""profitPercentChange"":""-15.2""}]","[{""assets"":""4724.9"",""marketValue"":""551.8"",""employeeCount"":""7800""}]"
"Antero Resources","639","33","[{""revenues"":""4619.4"",""revenuePercentChange"":""32.3""}]","[{""profits"":""-186.9"",""profitPercentChange"":""0.0""}]","[{""assets"":""13896.5"",""marketValue"":""9608.0"",""employeeCount"":""519""}]"
"Teledyne Technologies","640","92","[{""revenues"":""4614.3"",""revenuePercentChange"":""49.5""}]","[{""profits"":""445.3"",""profitPercentChange"":""10.8""}]","[{""assets"":""14430.3"",""marketValue"":""22102.9"",""employeeCount"":""14500""}]"
"Snap-on","641","-18","[{""revenues"":""4601.7"",""revenuePercentChange"":""16.7""}]","[{""profits"":""820.5"",""profitPercentChange"":""30.9""}]","[{""assets"":""6759.7"",""marketValue"":""10976.1"",""employeeCount"":""12800""}]"
"Rent-A-Center","642","138","[{""revenues"":""4583.5"",""revenuePercentChange"":""62.9""}]","[{""profits"":""134.9"",""profitPercentChange"":""-35.2""}]","[{""assets"":""2993.3"",""marketValue"":""1486.9"",""employeeCount"":""14290""}]"
"Covetrus","643","-50","[{""revenues"":""4575.0"",""revenuePercentChange"":""5.4""}]","[{""profits"":""-54.0"",""profitPercentChange"":""0.0""}]","[{""assets"":""3410.0"",""marketValue"":""2319.3"",""employeeCount"":""4873""}]"
"Crestwood Equity Partners","644","260","[{""revenues"":""4569.0"",""revenuePercentChange"":""102.7""}]","[{""profits"":""-78.5"",""profitPercentChange"":""0.0""}]","[{""assets"":""4445.7"",""marketValue"":""2931.5"",""employeeCount"":""645""}]"
"Louisiana-Pacific","645","142","[{""revenues"":""4553.0"",""revenuePercentChange"":""63.3""}]","[{""profits"":""1377.0"",""profitPercentChange"":""176.0""}]","[{""assets"":""2194.0"",""marketValue"":""5344.1"",""employeeCount"":""4800""}]"
"Urban Outfitters","646","32","[{""revenues"":""4548.8"",""revenuePercentChange"":""31.9""}]","[{""profits"":""310.6"",""profitPercentChange"":""25030.7""}]","[{""assets"":""3791.3"",""marketValue"":""2421.4"",""employeeCount"":""16330""}]"
"Penn Mutual Life Insurance","647","2","[{""revenues"":""4545.6"",""revenuePercentChange"":""22.8""}]","[{""profits"":""522.9"",""profitPercentChange"":""82.2""}]","[{""assets"":""44190.9"",""marketValue"":""0.0"",""employeeCount"":""3194""}]"
"Amerco","648","-28","[{""revenues"":""4542.0"",""revenuePercentChange"":""14.2""}]","[{""profits"":""610.9"",""profitPercentChange"":""38.2""}]","[{""assets"":""14651.6"",""marketValue"":""11704.7"",""employeeCount"":""22052""}]"
"TriNet Group","649","-31","[{""revenues"":""4540.0"",""revenuePercentChange"":""12.5""}]","[{""profits"":""338.0"",""profitPercentChange"":""24.3""}]","[{""assets"":""3309.0"",""marketValue"":""6482.5"",""employeeCount"":""2800""}]"
"Sentry Insurance Group","650","8","[{""revenues"":""4526.2"",""revenuePercentChange"":""26.2""}]","[{""profits"":""739.9"",""profitPercentChange"":""266.7""}]","[{""assets"":""23880.5"",""marketValue"":""0.0"",""employeeCount"":""4064""}]"
"Illumina","651","55","[{""revenues"":""4526.0"",""revenuePercentChange"":""39.7""}]","[{""profits"":""762.0"",""profitPercentChange"":""16.2""}]","[{""assets"":""15217.0"",""marketValue"":""54855.8"",""employeeCount"":""10775""}]"
"Iron Mountain","652","-47","[{""revenues"":""4491.5"",""revenuePercentChange"":""8.3""}]","[{""profits"":""450.2"",""profitPercentChange"":""31.4""}]","[{""assets"":""14450.0"",""marketValue"":""16059.5"",""employeeCount"":""25000""}]"
"LCI Industries","653","131","[{""revenues"":""4472.7"",""revenuePercentChange"":""60.0""}]","[{""profits"":""287.7"",""profitPercentChange"":""81.6""}]","[{""assets"":""3288.1"",""marketValue"":""2624.5"",""employeeCount"":""13900""}]"
